key,keydown_time,keyup_time,dwell_time,flight_time,is_correction
t,1744668394042.5469,1744668394173.2312,130.684326171875,41.3359375,0
h,1744668394192.3416,1744668394325.4578,133.1162109375,19.1103515625,0
e,1744668394271.6284,1744668394402.0674,130.43896484375,0,0
space,1744668394367.3333,1744668394496.9385,129.605224609375,0,0
t,1744668394592.4165,1744668394742.228,149.8115234375,95.47802734375,0
i,1744668394708.0688,1744668394818.5298,110.4609375,0,0
m,1744668394821.9077,1744668394989.7742,167.866455078125,3.3779296875,0
e,1744668394954.7678,1744668395031.4585,76.690673828125,0,0
space,1744668394992.5623,1744668395142.401,149.838623046875,0,0
p,1744668395165.4316,1744668395317.4155,151.98388671875,23.03076171875,0
e,1744668395285.009,1744668395414.5032,129.494140625,0,0
r,1744668395359.8918,1744668395509.153,149.26123046875,0,0
i,1744668395475.0857,1744668395584.9958,109.91015625,0,0
o,1744668395680.464,1744668395831.6067,151.142578125,95.46826171875,0
d,1744668395737.5051,1744668395886.6687,149.16357421875,0,0
space,1744668395852.6218,1744668395981.5452,128.92333984375,0,0
s,1744668395985.1182,1744668396114.826,129.707763671875,3.572998046875,0
h,1744668396151.9634,1744668396267.406,115.442626953125,37.137451171875,0
e,1744668396232.2664,1744668396364.0825,131.816162109375,0,0
space,1744668396323.009,1744668396423.3933,100.38427734375,0,0
s,1744668396876.102,1744668397043.8103,167.708251953125,452.708740234375,0
i,1744668397102.4463,1744668397235.5847,133.138427734375,58.635986328125,0
n,1744668397275.5305,1744668397425.9614,150.430908203125,39.94580078125,0
c,1744668397461.5518,1744668397655.658,194.106201171875,35.59033203125,0
e,1744668397487.354,1744668397714.028,226.674072265625,0,0
space,1744668397948.4553,1744668398042.9495,94.494140625,234.42724609375,0
c,1744668398156.466,1744668398323.3154,166.849365234375,113.5166015625,0
o,1744668398270.3347,1744668398361.4807,91.14599609375,0,0
n,1744668398492.3645,1744668398641.541,149.176513671875,130.8837890625,0
s,1744668398644.5225,1744668398736.4722,91.94970703125,2.9814453125,0
c,1744668398851.977,1744668399004.3887,152.41162109375,115.5048828125,0
i,1744668398981.294,1744668399099.1445,117.8505859375,0,0
o,1744668399264.979,1744668399433.4507,168.4716796875,165.83447265625,0
u,1744668399548.2979,1744668399681.303,133.005126953125,114.84716796875,0
s,1744668399701.6453,1744668399831.0483,129.403076171875,20.34228515625,0
l,1744668399923.4326,1744668400114.0432,190.610595703125,92.38427734375,0
e,1744668400079.9797,1744668400227.0303,147.050537109375,0,0
y,1744668400246.5322,1744668400403.5146,156.982421875,19.501953125,0
space,1744668400365.4148,1744668400497.0571,131.642333984375,0,0
w,1744668400586.5671,1744668400702.2644,115.697265625,89.510009765625,0
i,1744668400723.4255,1744668400833.921,110.495361328125,21.1611328125,0
l,1744668400961.25,1744668401037.4004,76.150390625,127.3291015625,0
l,1744668401114.134,1744668401230.1614,116.02734375,76.733642578125,0
backspace,1744668401517.227,1744668401613.8438,96.61669921875,287.065673828125,1
backspace,1744668401686.0808,1744668401780.4563,94.37548828125,72.237060546875,1
backspace,1744668401872.0173,1744668401931.1628,59.1455078125,91.56103515625,1
backspace,1744668402021.0967,1744668402137.7163,116.61962890625,89.933837890625,1
"""",1744668402216.8467,1744668402346.8682,130.021484375,79.13037109375,0
shift,1744668402139.7773,1744668402383.2864,243.509033203125,0,0
w,1744668402550.4429,1744668402649.4832,99.040283203125,167.156494140625,0
i,1744668402626.351,1744668402741.5054,115.154296875,0,0
l,1744668402854.5854,1744668402946.7236,92.13818359375,113.080078125,0
l,1744668403001.1313,1744668403133.9846,132.853271484375,54.40771484375,0
e,1744668403099.8972,1744668403213.7502,113.85302734375,0,0
d,1744668403306.3967,1744668403417.4368,111.0400390625,92.646484375,0
"""",1744668403704.0881,1744668403835.7178,131.629638671875,286.6513671875,0
shift,1744668403530.254,1744668403871.2476,340.99365234375,0,0
space,1744668403836.9492,1744668403967.3735,130.42431640625,0,0
f,1744668404023.7307,1744668404138.3582,114.62744140625,56.357177734375,0
o,1744668404141.5598,1744668404271.669,130.109130859375,3.20166015625,0
r,1744668404582.7769,1744668404732.9346,150.15771484375,311.10791015625,0
space,1744668404697.2375,1744668404788.7637,91.526123046875,0,0
t,1744668404814.4146,1744668404944.4707,130.05615234375,25.65087890625,0
h,1744668404910.3594,1744668405039.57,129.210693359375,0,0
e,1744668405067.2815,1744668405115.8792,48.59765625,27.71142578125,0
m,1744668405231.2166,1744668405320.613,89.396484375,115.33740234375,0
space,1744668405577.1482,1744668405725.2656,148.117431640625,256.53515625,0
t,1744668405672.4658,1744668405803.6611,131.1953125,0,0
o,1744668405824.4868,1744668405917.0315,92.544677734375,20.82568359375,0
space,1744668405881.4912,1744668406014.8694,133.378173828125,0,0
m,1744668406037.8298,1744668406186.843,149.01318359375,22.96044921875,0
o,1744668406209.5564,1744668406357.7893,148.23291015625,22.71337890625,0
v,1744668406323.6624,1744668406377.1562,53.493896484375,0,0
e,1744668406435.843,1744668406585.116,149.27294921875,58.686767578125,0
.,1744668406608.2278,1744668406737.8145,129.586669921875,23.11181640625,0
space,1744668406831.7815,1744668406964.6565,132.875,93.967041015625,0
caps_lock,1744668407093.589,1744668407251.1743,157.585205078125,128.9326171875,0
w,1744668410687.3591,1744668410798.365,111.005859375,3436.184814453125,0
caps_lock,1744668410893.3877,1744668411064.8303,171.442626953125,95.022705078125,0
h,1744668411121.8115,1744668411269.6013,147.789794921875,56.981201171875,0
e,1744668411272.6018,1744668411384.4407,111.8388671875,3.00048828125,0
n,1744668411424.9888,1744668411593.5955,168.606689453125,40.548095703125,0
space,1744668411521.5615,1744668411708.266,186.70458984375,0,0
f,1744668411715.2546,1744668411860.6326,145.3779296875,6.988525390625,0
backspace,1744668412333.5303,1744668412456.4788,122.948486328125,472.897705078125,1
e,1744668412516.3123,1744668412599.1003,82.7880859375,59.83349609375,0
backspace,1744668412990.367,1744668413131.7295,141.362548828125,391.2666015625,1
b,1744668413114.4192,1744668413247.0022,132.5830078125,0,0
r,1744668413408.448,1744668413509.4238,100.975830078125,161.44580078125,0
u,1744668413602.4614,1744668413732.316,129.8544921875,93.03759765625,0
s,1744668413735.7651,1744668413851.6033,115.838134765625,3.44921875,0
h,1744668413886.651,1744668413980.1426,93.49169921875,35.047607421875,0
i,1744668414124.4004,1744668414259.6619,135.261474609375,144.2578125,0
n,1744668414314.295,1744668414447.7847,133.48974609375,54.633056640625,0
g,1744668414397.0095,1744668414527.2676,130.258056640625,0,0
space,1744668414450.8904,1744668414582.3875,131.4970703125,0,0
h,1744668414674.3152,1744668414808.0576,133.742431640625,91.927734375,0
e,1744668414735.694,1744668414906.3608,170.666748046875,0,0
r,1744668414850.052,1744668415002.235,152.18310546875,0,0
space,1744668414946.0398,1744668415079.0894,133.049560546875,0,0
t,1744668415154.7612,1744668415341.6995,186.938232421875,75.671875,0
e,1744668415308.058,1744668415400.534,92.475830078125,0,0
e,1744668415515.907,1744668415664.5732,148.666259765625,115.373046875,0
t,1744668415723.538,1744668415854.305,130.766845703125,58.96484375,0
h,1744668415896.4546,1744668416025.154,128.699462890625,42.149658203125,0
space,1744668416082.5803,1744668416232.1016,149.521240234375,57.42626953125,0
s,1744668416435.8071,1744668416565.0156,129.20849609375,203.70556640625,0
h,1744668416662.777,1744668416792.6687,129.8916015625,97.761474609375,0
e,1744668416847.7566,1744668417001.1516,153.39501953125,55.087890625,0
space,1744668417364.4905,1744668417497.105,132.614501953125,363.3388671875,0
s,1744668417590.497,1744668417780.571,190.073974609375,93.39208984375,0
a,1744668417745.6135,1744668417875.5332,129.919677734375,0,0
y,1744668418309.9827,1744668418462.2915,152.308837890625,434.449462890625,0
s,1744668418575.4463,1744668418745.5037,170.057373046875,113.15478515625,0
space,1744668418782.7656,1744668418893.118,110.352294921875,37.261962890625,0
"""",1744668419606.3027,1744668419740.5867,134.283935546875,713.184814453125,0
shift,1744668419170.7227,1744668419813.0151,642.29248046875,0,0
i,1744668420650.7112,1744668420781.7283,131.01708984375,837.696044921875,0
t,1744668420706.6904,1744668420818.2305,111.5400390625,0,0
s,1744668421022.1057,1744668421188.8562,166.75048828125,203.875244140625,0
space,1744668421154.5286,1744668421283.9475,129.4189453125,0,0
l,1744668421287.735,1744668421420.672,132.93701171875,3.78759765625,0
i,1744668421515.0125,1744668421606.9668,91.954345703125,94.34033203125,0
k,1744668421715.736,1744668421869.3345,153.598388671875,108.769287109375,0
e,1744668421816.35,1744668421965.909,149.558837890625,0,0
space,1744668421930.287,1744668422024.434,94.14697265625,0,0
i,1744668422081.9333,1744668422213.3044,131.37109375,57.499267578125,0
space,1744668422180.1455,1744668422326.625,146.4794921875,0,0
w,1744668422292.9158,1744668422422.2493,129.33349609375,0,0
a,1744668422462.5115,1744668422620.227,157.715576171875,40.26220703125,0
s,1744668422580.18,1744668422728.488,148.30810546875,0,0
space,1744668422731.828,1744668422842.7927,110.96484375,3.33984375,0
w,1744668422846.5898,1744668423032.8076,186.2177734375,3.797119140625,0
a,1744668423232.459,1744668423386.0513,153.59228515625,199.6513671875,0
t,1744668423791.509,1744668423901.8772,110.3681640625,405.457763671875,0
c,1744668424031.886,1744668424201.06,169.174072265625,130.0087890625,0
h,1744668424217.4941,1744668424331.9194,114.42529296875,16.43408203125,0
i,1744668424479.6365,1744668424630.8118,151.17529296875,147.717041015625,0
n,1744668424703.8677,1744668424857.1853,153.317626953125,73.055908203125,0
g,1744668424821.7493,1744668424951.1772,129.427978515625,0,0
space,1744668424954.0317,1744668425087.192,133.16015625,2.8544921875,0
a,1744668425614.4944,1744668425764.9688,150.474365234375,527.302490234375,0
space,1744668425729.7131,1744668425879.6746,149.96142578125,0,0
d,1744668425955.1995,1744668426104.1924,148.992919921875,75.52490234375,0
i,1744668426130.633,1744668426259.7988,129.165771484375,26.440673828125,0
f,1744668426262.7207,1744668426373.7708,111.050048828125,2.921875,0
f,1744668426449.853,1744668426565.7996,115.946533203125,76.082275390625,0
e,1744668426670.698,1744668426768.7676,98.069580078125,104.8984375,0
r,1744668426746.7683,1744668426900.4653,153.697021484375,0,0
e,1744668426903.6008,1744668426996.0906,92.48974609375,3.135498046875,0
n,1744668427072.2874,1744668427264.3003,192.012939453125,76.19677734375,0
t,1744668427240.2302,1744668427354.9783,114.748046875,0,0
space,1744668427357.869,1744668427452.8914,95.0224609375,2.890625,0
p,1744668427638.1296,1744668427786.402,148.2724609375,185.23828125,0
e,1744668427752.4004,1744668427848.1108,95.71044921875,0,0
r,1744668427814.6785,1744668427959.683,145.004638671875,0,0
s,1744668428032.7195,1744668428166.2603,133.540771484375,73.036376953125,0
o,1744668428169.8867,1744668428264.4954,94.608642578125,3.62646484375,0
n,1744668428396.2007,1744668428581.4587,185.258056640625,131.705322265625,0
space,1744668428873.216,1744668428986.6418,113.42578125,291.75732421875,0
b,1744668429385.6462,1744668429538.8604,153.214111328125,399.00439453125,0
r,1744668429583.2307,1744668429711.154,127.92333984375,44.370361328125,0
u,1744668429750.565,1744668429881.8926,131.32763671875,39.410888671875,0
s,1744668429937.486,1744668430051.5034,114.017333984375,55.593505859375,0
h,1744668430054.7876,1744668430185.1765,130.388916015625,3.2841796875,0
i,1744668430258.1335,1744668430412.8467,154.713134765625,72.95703125,0
n,1744668430470.0427,1744668430637.3206,167.27783203125,57.196044921875,0
g,1744668430603.4792,1744668430714.0803,110.60107421875,0,0
space,1744668430674.818,1744668430769.9517,95.133544921875,0,0
m,1744668430901.2095,1744668431016.1438,114.934326171875,131.2578125,0
y,1744668431038.5574,1744668431168.3362,129.77880859375,22.41357421875,0
space,1744668431133.546,1744668431264.0063,130.46044921875,0,0
m,1744668431267.8044,1744668431398.3044,130.5,3.798095703125,0
o,1744668431472.159,1744668431607.5864,135.427490234375,73.8544921875,0
u,1744668431736.9182,1744668431885.2917,148.37353515625,129.331787109375,0
t,1744668431851.244,1744668432001.149,149.905029296875,0,0
h,1744668431964.938,1744668432113.5437,148.605712890625,0,0
space,1744668432078.5505,1744668432192.1748,113.624267578125,0,0
w,1744668432414.0283,1744668432545.6162,131.587890625,221.853515625,0
i,1744668432509.4036,1744668432641.3157,131.912109375,0,0
t,1744668432665.6377,1744668432812.795,147.1572265625,24.322021484375,0
h,1744668432815.508,1744668432963.997,148.489013671875,2.713134765625,0
space,1744668432985.9854,1744668433136.0198,150.034423828125,21.98828125,0
m,1744668433246.1328,1744668433379.6072,133.474365234375,110.113037109375,0
y,1744668433400.363,1744668433497.4358,97.07275390625,20.755859375,0
space,1744668433462.542,1744668433571.6777,109.1357421875,0,0
o,1744668433644.7202,1744668433797.0928,152.37255859375,73.04248046875,0
w,1744668433759.4236,1744668433896.0615,136.637939453125,0,0
n,1744668433952.4983,1744668434084.722,132.2236328125,56.436767578125,0
space,1744668434047.1924,1744668434198.3577,151.165283203125,0,0
a,1744668434254.6758,1744668434405.9768,151.301025390625,56.318115234375,0
r,1744668434384.3418,1744668434537.93,153.588134765625,0,0
m,1744668434596.2058,1744668434729.2537,133.0478515625,58.27587890625,0
"""",1744668434947.3665,1744668435095.988,148.62158203125,218.11279296875,0
shift,1744668434732.1064,1744668435114.0757,381.96923828125,0,0
space,1744668435189.2612,1744668435318.9683,129.70703125,75.185546875,0
h,1744668436423.6746,1744668436557.2239,133.54931640625,1104.706298828125,0
o,1744668436597.5547,1744668436731.018,133.46337890625,40.330810546875,0
w,1744668436770.1348,1744668436883.0754,112.940673828125,39.11669921875,0
e,1744668437029.995,1744668437200.2378,170.24267578125,146.919677734375,0
v,1744668437313.3982,1744668437461.9585,148.560302734375,113.160400390625,0
e,1744668437428.7937,1744668437561.242,132.4482421875,0,0
r,1744668437667.9712,1744668437821.4,153.4287109375,106.729248046875,0
space,1744668437864.2847,1744668437991.1335,126.848876953125,42.884765625,0
s,1744668438304.9482,1744668438453.2334,148.28515625,313.814697265625,0
h,1744668438601.697,1744668438732.9624,131.265380859375,148.463623046875,0
e,1744668438735.738,1744668438849.5881,113.85009765625,2.775634765625,0
c,1744668439178.0051,1744668439327.86,149.85498046875,328.4169921875,0
a,1744668439329.409,1744668439423.303,93.89404296875,1.548828125,0
n,1744668439899.6284,1744668440063.911,164.282470703125,476.325439453125,0
space,1744668440375.3496,1744668440505.7742,130.424560546875,311.438720703125,0
s,1744668440996.4775,1744668441111.7166,115.239013671875,490.703369140625,0
t,1744668441187.703,1744668441316.9373,129.234375,75.986328125,0
i,1744668441263.794,1744668441375.6074,111.8134765625,0,0
l,1744668441506.218,1744668441580.959,74.740966796875,130.610595703125,0
l,1744668441671.1167,1744668441786.7136,115.596923828125,90.15771484375,0
space,1744668441813.8965,1744668441960.7603,146.86376953125,27.182861328125,0
c,1744668441924.1946,1744668442110.958,186.763427734375,0,0
o,1744668442077.5378,1744668442189.315,111.777099609375,0,0
m,1744668442229.9294,1744668442357.9893,128.059814453125,40.614501953125,0
p,1744668442485.1558,1744668442638.273,153.1171875,127.16650390625,0
l,1744668442604.352,1744668442752.6477,148.295654296875,0,0
e,1744668442789.5278,1744668442846.3726,56.8447265625,36.880126953125,0
t,1744668442865.7656,1744668443022.0337,156.26806640625,19.39306640625,0
e,1744668443000.8027,1744668443116.243,115.440185546875,0,0
space,1744668443235.626,1744668443357.798,122.172119140625,119.383056640625,0
t,1744668443688.72,1744668443837.346,148.6259765625,330.921875,0
a,1744668443950.3296,1744668444103.442,153.1123046875,112.983642578125,0
s,1744668444064.4915,1744668444197.0674,132.575927734375,0,0
k,1744668444288.2742,1744668444424.0852,135.81103515625,91.206787109375,0
backspace,1744668445296.0703,1744668445387.0256,90.955322265625,871.985107421875,1
backspace,1744668445500.0806,1744668445577.6008,77.520263671875,113.054931640625,1
s,1744668446228.4744,1744668446340.4717,111.997314453125,650.87353515625,0
k,1744668446361.5337,1744668446495.748,134.21435546875,21.06201171875,0
s,1744668446516.7166,1744668446628.7761,112.0595703125,20.968505859375,0
space,1744668448653.6206,1744668448806.0916,152.470947265625,2024.844482421875,0
w,1744668448899.6384,1744668449011.921,112.282470703125,93.546875,0
i,1744668449141.7283,1744668449311.4229,169.694580078125,129.807373046875,0
t,1744668449313.6982,1744668449462.6392,148.94091796875,2.275390625,0
h,1744668449503.1833,1744668449633.3936,130.210205078125,40.544189453125,0
space,1744668449655.5664,1744668449768.1296,112.563232421875,22.1728515625,0
n,1744668449845.1387,1744668449978.417,133.2783203125,77.009033203125,0
o,1744668450139.5664,1744668450294.4802,154.913818359375,161.1494140625,0
space,1744668450332.8232,1744668450444.7146,111.891357421875,38.343017578125,0
m,1744668450664.8774,1744668450833.7542,168.876708984375,220.162841796875,0
o,1744668450927.2805,1744668451084.8828,157.602294921875,93.5263671875,0
t,1744668451064.1343,1744668451195.7527,131.618408203125,0,0
o,1744668451269.2969,1744668451421.141,151.84423828125,73.544189453125,0
r,1744668451348.7393,1744668451518.0093,169.27001953125,0,0
space,1744668451540.056,1744668451669.6216,129.565673828125,22.046630859375,0
d,1744668451927.1594,1744668452114.2615,187.10205078125,257.537841796875,0
e,1744668452080.2002,1744668452193.7812,113.5810546875,0,0
f,1744668452265.562,1744668452400.212,134.64990234375,71.78076171875,0
i,1744668452460.423,1744668452589.1055,128.682373046875,60.211181640625,0
c,1744668452595.7175,1744668452760.3865,164.6689453125,6.612060546875,0
i,1744668452797.31,1744668452940.673,143.363037109375,36.923583984375,0
t,1744668453022.6619,1744668453138.985,116.3232421875,81.98876953125,0
/,1744668453282.549,1744668453437.5237,154.974609375,143.56396484375,0
a,1744668453526.541,1744668453665.1555,138.614501953125,89.017333984375,0
c,1744668454134.4258,1744668454267.6836,133.2578125,469.270263671875,0
c,1744668454344.4438,1744668454477.227,132.783203125,76.76025390625,0
i,1744668454528.3403,1744668454638.5754,110.235107421875,51.11328125,0
d,1744668454683.5142,1744668454810.8347,127.320556640625,44.938720703125,0
e,1744668454899.705,1744668454991.0913,91.38623046875,88.870361328125,0
n,1744668455053.3696,1744668455169.8152,116.445556640625,62.2783203125,0
t,1744668455144.331,1744668455236.4937,92.16259765625,0,0
s,1744668455355.0098,1744668455462.3113,107.301513671875,118.51611328125,0
.,1744668455500.3154,1744668455610.4087,110.09326171875,38.004150390625,0
space,1744668455787.2075,1744668455941.2974,154.08984375,176.798828125,0
caps_lock,1744668456161.9607,1744668456315.7085,153.747802734375,220.663330078125,0
d,1744668459935.8667,1744668460065.6216,129.7548828125,3620.158203125,0
caps_lock,1744668460156.8025,1744668460311.9297,155.127197265625,91.180908203125,0
e,1744668460405.282,1744668460515.8486,110.566650390625,93.352294921875,0
s,1744668460626.699,1744668460761.9517,135.252685546875,110.850341796875,0
p,1744668460765.3171,1744668460896.4685,131.1513671875,3.365478515625,0
i,1744668461040.6238,1744668461176.496,135.872314453125,144.1552734375,0
t,1744668461140.3718,1744668461310.154,169.7822265625,0,0
e,1744668461250.8809,1744668461365.1316,114.250732421875,0,0
space,1744668461387.3323,1744668461516.9114,129.5791015625,22.20068359375,0
h,1744668461643.9968,1744668461761.1816,117.184814453125,127.08544921875,0
e,1744668461727.3503,1744668461857.4917,130.141357421875,0,0
r,1744668461798.4343,1744668461954.0095,155.5751953125,0,0
space,1744668461919.1597,1744668462048.295,129.13525390625,0,0
i,1744668462252.3042,1744668462381.2314,128.92724609375,204.00927734375,0
n,1744668462440.3135,1744668462589.099,148.78564453125,59.08203125,0
t,1744668462629.7512,1744668462779.8645,150.11328125,40.652099609375,0
a,1744668462836.887,1744668463010.9465,174.0595703125,57.0224609375,0
c,1744668463115.7114,1744668463250.8733,135.161865234375,104.764892578125,0
t,1744668463394.0713,1744668463566.764,172.692626953125,143.197998046875,0
space,1744668463530.1492,1744668463641.558,111.408935546875,0,0
p,1744668464043.8777,1744668464214.3118,170.43408203125,402.319580078125,0
r,1744668464176.5022,1744668464328.806,152.3037109375,0,0
o,1744668464351.2104,1744668464502.806,151.595458984375,22.404541015625,0
p,1744668464866.7812,1744668465014.626,147.8447265625,363.975341796875,0
r,1744668465094.7288,1744668465240.3318,145.60302734375,80.102783203125,0
i,1744668465295.0503,1744668465412.061,117.0107421875,54.718505859375,0
o,1744668465539.3252,1744668465637.1443,97.819091796875,127.26416015625,0
c,1744668465730.9084,1744668465916.9773,186.06884765625,93.76416015625,0
e,1744668465863.5544,1744668465993.052,129.49755859375,0,0
p,1744668466066.5513,1744668466201.226,134.6748046875,73.499267578125,0
t,1744668466204.3015,1744668466371.809,167.507568359375,3.075439453125,0
i,1744668466337.6719,1744668466449.0874,111.41552734375,0,0
o,1744668466544.672,1744668466676.5266,131.8544921875,95.584716796875,0
n,1744668466748.6445,1744668466881.3735,132.72900390625,72.117919921875,0
space,1744668466846.9346,1744668467014.672,167.737548828125,0,0
a,1744668467018.354,1744668467128.8816,110.527587890625,3.681884765625,0
n,1744668467170.0942,1744668467299.0312,128.93701171875,41.212646484375,0
d,1744668467246.0212,1744668467377.0999,131.07861328125,0,0
space,1744668467343.2073,1744668467529.063,185.855712890625,0,0
v,1744668467552.047,1744668467664.6223,112.5751953125,22.984130859375,0
i,1744668467680.7258,1744668467818.779,138.05322265625,16.103515625,0
s,1744668467821.172,1744668467916.0527,94.880615234375,2.39306640625,0
u,1744668467937.0566,1744668468049.3955,112.3388671875,21.00390625,0
a,1744668468102.7595,1744668468218.6362,115.876708984375,53.364013671875,0
l,1744668468276.0981,1744668468427.4602,151.362060546875,57.4619140625,0
space,1744668468446.9893,1744668468635.5918,188.6025390625,19.529052734375,0
f,1744668468614.2737,1744668468767.571,153.29736328125,0,0
e,1744668468733.8013,1744668468843.5881,109.786865234375,0,0
e,1744668468965.327,1744668469070.0327,104.705810546875,121.73876953125,0
d,1744668469182.7515,1744668469294.0662,111.314697265625,112.71875,0
b,1744668469427.074,1744668469554.404,127.330078125,133.0078125,0
a,1744668469630.822,1744668469798.6177,167.795654296875,76.41796875,0
c,1744668469801.675,1744668469952.3916,150.716552734375,3.057373046875,0
k,1744668470027.9685,1744668470217.4958,189.52734375,75.576904296875,0
",",1744668470416.8975,1744668470571.4055,154.508056640625,199.401611328125,0
space,1744668470654.9392,1744668470796.8364,141.897216796875,83.53369140625,0
s,1744668470980.4727,1744668471075.6853,95.212646484375,183.63623046875,0
h,1744668471165.6223,1744668471319.2253,153.60302734375,89.93701171875,0
e,1744668471321.944,1744668471454.2888,132.3447265625,2.71875,0
space,1744668471456.7463,1744668471586.8489,130.1025390625,2.45751953125,0
r,1744668471629.6816,1744668471779.0715,149.389892578125,42.832763671875,0
e,1744668471759.249,1744668471892.302,133.052978515625,0,0
p,1744668472054.8667,1744668472226.4707,171.60400390625,162.564697265625,0
e,1744668472192.498,1744668472344.1084,151.6103515625,0,0
a,1744668472346.4045,1744668472494.1963,147.791748046875,2.296142578125,0
t,1744668472589.6577,1744668472742.7903,153.132568359375,95.46142578125,0
e,1744668472667.1943,1744668472780.1152,112.9208984375,0,0
d,1744668472909.8506,1744668473059.5793,149.728759765625,129.7353515625,0
l,1744668473152.7222,1744668473320.3962,167.674072265625,93.142822265625,0
y,1744668473323.2324,1744668473471.6855,148.453125,2.836181640625,0
space,1744668473438.0212,1744668473566.9302,128.908935546875,0,0
p,1744668473660.2686,1744668473793.8733,133.604736328125,93.33837890625,0
a,1744668473738.9045,1744668473872.5237,133.619140625,0,0
u,1744668474038.4312,1744668474169.3625,130.931396484375,165.907470703125,0
s,1744668474172.4192,1744668474282.9634,110.544189453125,3.056640625,0
e,1744668474413.3882,1744668474505.1902,91.802001953125,130.4248046875,0
s,1744668474636.3855,1744668474746.7847,110.399169921875,131.1953125,0
space,1744668474749.9517,1744668474900.124,150.17236328125,3.1669921875,0
m,1744668474998.7576,1744668475165.4365,166.678955078125,98.633544921875,0
i,1744668475243.8372,1744668475395.0872,151.25,78.400634765625,0
d,1744668475372.2107,1744668475487.4136,115.202880859375,0,0
space,1744668475490.0044,1744668475639.7139,149.70947265625,2.5908203125,0
a,1744668475662.5925,1744668475811.2427,148.650146484375,22.878662109375,0
c,1744668475927.0215,1744668476077.0334,150.011962890625,115.77880859375,0
t,1744668476405.3625,1744668476572.9875,167.625,328.3291015625,0
i,1744668476663.4917,1744668476778.011,114.519287109375,90.504150390625,0
o,1744668476873.0654,1744668477003.575,130.509521484375,95.054443359375,0
n,1744668477098.752,1744668477246.7827,148.03076171875,95.177001953125,0
space,1744668477249.6812,1744668477379.759,130.077880859375,2.8984375,0
o,1744668478249.4392,1744668478383.776,134.336669921875,869.68017578125,0
f,1744668478328.8535,1744668478459.3303,130.476806640625,0,0
t,1744668478594.6084,1744668478702.7756,108.167236328125,135.278076171875,0
e,1744668478745.7979,1744668478877.3403,131.54248046875,43.022216796875,0
n,1744668478968.8364,1744668479100.5898,131.75341796875,91.49609375,0
space,1744668479121.247,1744668479289.3564,168.109375,20.6572265625,0
s,1744668479293.1863,1744668479422.1501,128.9638671875,3.829833984375,0
a,1744668479368.6873,1744668479499.663,130.975830078125,0,0
y,1744668479647.0374,1744668479798.6792,151.641845703125,147.374267578125,0
i,1744668479861.064,1744668479968.915,107.85107421875,62.384765625,0
n,1744668480015.836,1744668480179.1536,163.317626953125,46.9208984375,0
g,1744668480143.3914,1744668480275.3015,131.91015625,0,0
space,1744668480277.5789,1744668480369.7866,92.207763671875,2.27734375,0
t,1744668480395.4023,1744668480542.1702,146.767822265625,25.61572265625,0
h,1744668480543.819,1744668480654.2136,110.39453125,1.64892578125,0
a,1744668480662.0857,1744668480749.1582,87.072509765625,7.8720703125,0
t,1744668480786.2358,1744668480919.842,133.606201171875,37.07763671875,0
space,1744668480945.8108,1744668481054.7048,108.89404296875,25.96875,0
w,1744668481979.2332,1744668482151.8564,172.623291015625,924.5283203125,0
a,1744668482532.2107,1744668482680.834,148.623291015625,380.354248046875,0
s,1744668482779.8298,1744668482904.9668,125.136962890625,98.995849609375,0
n,1744668482963.7542,1744668483131.6055,167.851318359375,58.787353515625,0
t,1744668483134.5908,1744668483286.2173,151.62646484375,2.9853515625,0
space,1744668483309.5142,1744668483459.4585,149.9443359375,23.296875,0
q,1744668483405.3784,1744668483534.8865,129.508056640625,0,0
u,1744668483647.7239,1744668483738.8206,91.0966796875,112.83740234375,0
i,1744668483869.8171,1744668484037.9473,168.130126953125,130.99658203125,0
t,1744668484003.9465,1744668484171.42,167.473388671875,0,0
e,1744668484118.089,1744668484249.9546,131.865478515625,0,0
space,1744668484325.369,1744668484435.749,110.380126953125,75.414306640625,0
m,1744668484402.1719,1744668484553.2607,151.0888671875,0,0
e,1744668484555.922,1744668484667.1125,111.1904296875,2.661376953125,0
space,1744668484689.3013,1744668484800.116,110.814697265625,22.188720703125,0
s,1744668484803.3262,1744668484913.9907,110.66455078125,3.210205078125,0
t,1744668484955.4094,1744668485084.2312,128.82177734375,41.418701171875,0
a,1744668485103.6086,1744668485237.656,134.04736328125,19.37744140625,0
r,1744668485203.4653,1744668485314.5833,111.117919921875,0,0
t,1744668485392.6396,1744668485542.6633,150.023681640625,78.056396484375,0
i,1744668485506.073,1744668485617.027,110.9541015625,0,0
n,1744668485676.5322,1744668485826.2534,149.72119140625,59.505126953125,0
g,1744668485733.1338,1744668485866.9907,133.85693359375,0,0
space,1744668485959.7273,1744668486070.348,110.62060546875,92.736572265625,0
i,1744668487343.6772,1744668487492.067,148.3896484375,1273.329345703125,0
t,1744668487451.9573,1744668487604.523,152.565673828125,0,0
.,1744668487717.3176,1744668487866.0007,148.68310546875,112.794677734375,0
space,1744668488082.5322,1744668488220.14,137.607666015625,216.531494140625,0
caps_lock,1744668488425.3599,1744668488572.8252,147.46533203125,205.219970703125,0
h,1744668490311.0037,1744668490464.1628,153.1591796875,1738.178466796875,0
caps_lock,1744668490428.225,1744668490577.4138,149.188720703125,0,0
e,1744668490758.989,1744668490893.1055,134.116455078125,181.5751953125,0
